Track URI,song_name,cover_artist_id,cover_artist_name,cover_release_year,cover_song_popularity,control_artists_name,cover_artists_popularity,cover_artists_followers,original_song_artist ,original_release_year,original_song_popularity,control_song_name
spotify:track:648IFa7ANWohFT0bUUr6S8,Aces High,0DCw6lHkzh9t7f8Hb4Z0Sx,Arch Enemy,2002,22,Arch Enemy,62,736588,Iron Maiden,1984,63,Aces High
spotify:track:3BsNvTCpM84WQhGrTIG8Tq,Aces High,1xUhNgw4eJDZfvumIpcz1B,Children Of Bodom,1999,38,Children Of Bodom,61,564081,Iron Maiden,1984,63,Aces High
spotify:track:6onRH7iyBTjrm2GXGrSXUp,Creeping Death,49qiE8dj4JuNdpYGRPdKbF,Stone Sour,2015,49,Stone Sour,69,2419840,Metallica,1984,55,Creeping Death
spotify:track:4lsFSxJwoqztRDjH0Bzn0r,Creeping Death,4Lm0pUvmisUHMdoky5ch2I,Apocalyptica,2016,25,Apocalyptica,63,833870,Metallica,1984,55,Creeping Death
spotify:track:1rNPRQnSEA4v4re58XO5Fx,Killed by Death,0rEuaTPLMhlViNCJrg3NEH,Beast In Black,2019,43,Beast In Black,64,164512,Motörhead,1984,60,Killed by Death
spotify:track:5lyUdf2vP9i6596WUVDXdL,Killed by Death,4yIytMmJ2tx30YdMAMkDSo,Lion's Share,2020,14,Lion's Share,26,5165,Motörhead,1984,60,Killed by Death
spotify:track:3D8VN5OkYlgYi0ebtatyxv,Perfect Strangers,2aaLAng2L2aWD2FClzwiep,Dream Theater,1995,34,Dream Theater,65,1281972,Deep Purple,1984,68,Perfect Strangers
spotify:track:2roNFhbSEvHWkRm1hdxSBf,Perfect Strangers,5SaDyTQkjAAdrsmhPzrmw2,Jorn,2018,32,Jorn,46,70281,Deep Purple,1984,68,Perfect Strangers
spotify:track:61tPW4nD54ajc3OpOxBdcN,Perfect Strangers,4OGo8f0tdKloP3IZwvnLqt,Pretty Maids,2019,10,Pretty Maids,45,68185,Deep Purple,1984,68,Perfect Strangers
spotify:track:5nFhpMzPBvyK1pqlv1VUQn,Powerslave,28hJdGN1Awf7u3ifk2lVkg,Testament,2012,33,Testament,58,779913,Iron Maiden,1984,54,Powerslave
spotify:track:1lgQ7wpNDxSukuT4cgYrfW,Shout,3TOqt5oJwL9BE2NG9MEwDa,Disturbed,2010,53,Disturbed,77,5203496,Tears For Fears,1985,73,Shout
spotify:track:3rwGgfQVmxNz0PBZnX8svT,Shout,4alZ73UZp90icEjdKjSIxw,At Vance,2006,21,At Vance,43,36281,Tears For Fears,1985,73,Shout
spotify:track:1PTVuPQIkZ7FvWRxaXfOu4,Wonderful Life,2KftmGt9sk1yLjsAoloC3M,Zucchero,2007,45,Zucchero,66,712573,Black,1987,71,Wonderful Life
spotify:track:3FVRXe6GJB9ShdJQJfQupb,Wonderful Life,4yhFNGYYtOnLEaOc0Ijvk2,Carrion,2007,45,Carrion,34,7405,Black,1987,71,Wonderful Life
spotify:track:1MZUiQyaSw1YX4zGFWel66,Wonderful Life,74eY8wbrhhVD7pACbBHwHw,Imany,2021,31,Imany,61,237882,Black,1987,71,Wonderful Life
spotify:track:2l9HDZnaCCaPxhL4fPWScK,Wonderful Life,7adu8fQmtoTq8O8BXQIq9L,Smith & Burrows,2011,54,Smith & Burrows,50,28831,Black,1987,71,Wonderful Life
spotify:track:0d0KdRFc3Mgj6uFGToGv7e,Wasted Years,5HAculFU4ScJVhfwXKK0hr,Daniel Cavanagh,2015,16,Daniel Cavanagh,26,8501,Iron Maiden,1986,66,Wasted Years
spotify:track:7lBWQ3cqc77laUAGgzqPJY,Wasted Years,79el7mcHYhXYW3Zek21i0L,DevilDriver,2009,34,DevilDriver,53,410028,Iron Maiden,1986,66,Wasted Years
spotify:track:3c6U71EfGrbUP6zw6PWDjM,Wasted Years,2D7Ny4k0BNiK9aKht353nZ,Carved In Trees,2016,21,Carved In Trees,9,358,Iron Maiden,1986,66,Wasted Years
spotify:track:4mYMM6BN3L2pHU0AYWRX4H,Master of Puppets,4Lm0pUvmisUHMdoky5ch2I,Apocalyptica,2016,29,Apocalyptica,63,833870,Metallica,1986,76,Master of Puppets
spotify:track:4QsHiSMJjl5Wz4ha7SPsCC,Master of Puppets,2aaLAng2L2aWD2FClzwiep,Dream Theater,2021,29,Dream Theater,65,1281972,Metallica,1986,76,Master of Puppets
spotify:track:0P5D7ji9AJi85bEdQhq50a,Master of Puppets,278ZYwGhdK6QTzE3MFePnP,Trivium,2005,51,Trivium,67,1288404,Metallica,1986,76,Master of Puppets
spotify:track:3UA0F8MAYMPsgSn4MzoEMT,Master Of Puppets,33k6kPYIS5TgseAc70LZjy,David Garrett,2010,36,David Garrett,57,422813,Metallica,1986,76,Master Of Puppets
spotify:track:2RTLIQRc8yogHh08waQDVa,I Know It's Over,3nnQpaTvKb5jCQabZefACI,Jeff Buckley,2016,50,Jeff Buckley,65,816822,The Smiths,1986,64,I Know It's Over
spotify:track:5EBzjeUH8O1VkllLqHsBcv,I Still Haven't Found What I'm Looking For,5vpW1Chvuq7KHiDtlc9zeh,Chimes,2014,28,Chimes,18,249,U2,1987,78,I Still Haven't Found What I'm Looking For
spotify:track:2XrIWcOPQMwXAxCYQam6jN,Lucretia My Reflection,24WRvSDW3TaWsPvJ9JwDTx,Love Like Blood,2001,43,Love Like Blood,32,14194,Sisters of Mercy,1987,55,Lucretia My Reflection
spotify:track:2yUkX5Ea2NwodDJPvvsTxR,Lucretia My Reflection,1qrGnVZhEO4vX3ahn4RY1r,Warrel Dane,2008,40,Warrel Dane,29,16761,Sisters of Mercy,1987,55,Lucretia My Reflection
spotify:track:47GamFbsSRwhE42rCVzHKm,Lucretia My Reflection,3BM0EaYmkKWuPmmHFUTQHv,Kreator,2021,9,Kreator,55,549473,Sisters of Mercy,1987,55,Lucretia My Reflection
spotify:track:3fR6HdcPn0VHjMBnbGvCQc,Where Is My Mind?,6RZUqkomCmb8zCRqc9eznB,Placebo,2003,57,Placebo,70,1560280,Pixies,1988,79,Where Is My Mind?
spotify:track:1rGxG6Y5OgmSwGPRPJv9Q4,True Colors,2txHhyCwHjUEpJjWrEyqyX,Tom Odell,2016,63,Tom Odell,76,1984354,Cyndi Lauper,1986,72,True Colors
spotify:track:3iD7f8biGSkrgGB609uzCR,True Colors ,4lxfqrEsLX6N1N4OCSkILp,Phil Collins,2016,59,Phil Collins,79,4217909,Cyndi Lauper,1986,72,True Colors 
spotify:track:4AvvHmGzjW8Y7JZlq51NAQ,True Colors,2L3kwZFd16zjHz9a5kEPAm,Ane Brun,2008,54,Ane Brun,64,278442,Cyndi Lauper,1986,72,True Colors
spotify:track:7iYvpjSQ9OuXTAMGSRiLJZ,True Colors,6fNmOWQzfOVyHLQ2UqUQew,Eva Cassidy,2003,48,Eva Cassidy,64,376517,Cyndi Lauper,1986,72,True Colors
spotify:track:4TVh6yfE6CDScminxsFcCh,True Colors,2oBcbbUQy8Md3FYXifyPTF,ConKi,2020,49,ConKi,60,3748,Cyndi Lauper,1986,72,True Colors
spotify:track:58UEwo2r86awBBUSMZCP5X,Kiss ,77zrvBORXcnTyysjjKRfBU,The Art Of Noise,1988,50,The Art Of Noise,48,115083,Prince,1986,75,Kiss 
spotify:track:4uNVov9QFiAUMRHeFkRjhc,Kiss,5riS4sDqcjVAwvC37jxTP0,PIG,2019,6,PIG,33,17446,Prince,1986,75,Kiss
spotify:track:2kyezitNXSQaIa1nsQRWVp,Don't Dream It's Over,0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None The Richer,2002,62,Sixpence None The Richer,66,361721,Crowded House,1986,74,Don't Dream It's Over
spotify:track:6SCukLFuxiCmzXoQXF0wvm,Don't Dream It's Over,6rqU9HQ57NYGBnBzbrY3a4,Paul Young,2003,38,Paul Young,64,710851,Crowded House,1986,74,Don't Dream It's Over
spotify:track:0OUWImDyxZMP0myhpiwQpo,Don't Dream It's Over,75jU2q0uEWzSIlqRJtedJV,Sarah Blasko,2005,44,Sarah Blasko,48,98080,Crowded House,1986,74,Don't Dream It's Over
spotify:track:4b1hVHiZrltoXPDskF0mCp,Don't Dream It's Over,0n94vC3S9c3mb2HyNAOcjg,The Head And The Heart,2017,54,The Head And The Heart,67,954595,Crowded House,1986,74,Don't Dream It's Over
spotify:track:3tJTdVaPndqRN6o5326Sfx,Don't Dream It's Over,0lJlKQvuM2Sd9DPPyUXcHg,Sixpence None The Richer,2015,44,Sixpence None The Richer,66,361721,Crowded House,1986,74,Don't Dream It's Over
spotify:track:4tz7kC5r4jZuChQcy9VJWI,Livin' on a Prayer ,7HXBbxW6YwU8lvgBew2p2A,Matt Johnson,2014,42,Matt Johnson,62,32845,Bon Jovi,1986,85,Livin' on a Prayer 
spotify:track:0mVBRKY4CM7wu5k9RAEVPI,Livin’ on a Prayer,5HYNPEO2NNBONQkp3Mvwvc,Scott Bradlee's Postmodern Jukebox,2014,41,Scott Bradlee's Postmodern Jukebox,66,865648,Bon Jovi,1986,85,Livin’ on a Prayer
spotify:track:5fM12k3UmQaflskeMb0uxK,Livin' on a Prayer,0pldXaMyJUzrlzYn7uXped,KnightsBridge,2021,7,KnightsBridge,41,2188,Bon Jovi,1986,85,Livin' on a Prayer
spotify:track:1xGU1DSWGDiIKEuJc4Ox84,Livin on a Prayer,5r1CCpk0rhguhNGqff1ETw,World Mestizo Ensemble,2007,30,World Mestizo Ensemble,31,1050,Bon Jovi,1986,85,Livin on a Prayer
spotify:track:5N9uoDrsUe4i5FIkCJFuXO,Livin' on a Prayer,1K5TlQzuCSgE7bXHXrgGpp,Rocksolid,1998,48,Rocksolid,34,158,Bon Jovi,1986,85,Livin' on a Prayer
spotify:track:7HDOeq4Pm2mOayUVFdKaqD,The Lady in Red,3tFvFDca4inwWMY5vupFbX,The Cooltrane Quartet,2019,57,The Cooltrane Quartet,59,34857,Chris de Burgh,1986,77,The Lady in Red
spotify:track:5ly6vtKBXKuvb63kKujA6y,The Lady in Red,4ljOkDvEcykt2J0K4Aj2Ed,Saxophone Dreamsound,2015,20,Saxophone Dreamsound,39,13931,Chris de Burgh,1986,77,The Lady in Red
spotify:track:16Atxkv00D3ascI4SoBN5o,The Lady In Red,6KfBRWdD4ZjB3Nh5iPnx7V,Marquis Expressions,2010,20,Marquis Expressions,27,279,Chris de Burgh,1986,77,The Lady In Red
spotify:track:1cTVzN1s9EHwvpIkZKkTSb,The Final Countdown,747P2pvOwW22iRcFS9zQDv,Toy Dolls,2018,22,Toy Dolls,44,62641,Europe,1986,79,The Final Countdown
spotify:track:5ZBg7g1NhShpMEmmpGzxIa,The Final Countdown,5yxyJsFanEAuwSM5kOuZKc,London Symphony Orchestra,1997,27,London Symphony Orchestra,77,237066,Europe,1986,79,The Final Countdown
spotify:track:301BrldqqK43RLJSiy9LLT,The Final Countdown,7l4LQfvN4yz8zbK4WY0AAg,Laibach,2021,4,Laibach,40,69865,Europe,1986,79,The Final Countdown
spotify:track:622x3ps1iSIjTZPcEMCwnX,The Final Countdown,0wf8Rn6bjZgEkKp0eV9omw,Groove Da Praia,2014,47,Groove Da Praia,58,17411,Europe,1986,79,The Final Countdown
spotify:track:3e60wwuTCl2BbD3v5nTJmj,The Final Countdown,5HYNPEO2NNBONQkp3Mvwvc,Scott Bradlee's Postmodern Jukebox,2018,36,Scott Bradlee's Postmodern Jukebox,66,865648,Europe,1986,79,The Final Countdown
spotify:track:0nPb5PLTXAetNCpi0PyGGO,The Final Countdown,3C0PKxcP1f25siYFYiyHa1,Damned Anthem,2018,47,Damned Anthem,43,13617,Europe,1986,79,The Final Countdown
spotify:track:6CFzhfVX4iJlDdLCR6kdgh,The Final Countdown,4gSQlkxtYOyPSRFksQk6tb,Affiance,2012,36,Affiance,38,19504,Europe,1986,79,The Final Countdown
spotify:track:0VDRE9W8L4fhXBOf969Ui1,The Final Countdown,44CMqAkutKvmCaE2OxyCbd,BRAN,2021,56,BRAN,60,2678,Europe,1986,79,The Final Countdown
spotify:track:5FAk6VBeHSabUTstA0dGR4,Who Wants To Live Forever,5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,2011,37,Breaking Benjamin,75,3804588,Queen,1986,66,Who Wants To Live Forever
spotify:track:7wSB7Mg7eba6WQKuiYB0FT,Who Wants to Live Forever,6ISyfZw4EVt16zhmH2lvxp,After Forever,2013,21,After Forever,43,117532,Queen,1986,66,Who Wants to Live Forever
spotify:track:4RfN9kfMzSJl6kMWJoRRDq,Who Wants To Live Forever,4u78tFtzvcrrs8kzkXsW4r,Dune,1997,38,Dune,52,45130,Queen,1986,66,Who Wants To Live Forever
spotify:track:5JDxDA7F9JjJPXMi6KLVw3,There Is A Light That Never Goes Out,2bA2YuQk2ID3PWNXUhQrWS,Johnny Marr,2015,34,Johnny Marr,61,106166,The Smiths,1986,76,There Is A Light That Never Goes Out
spotify:track:3QnfUsOMGZwWZYOoegcy5W,There Is a Light That Never Goes Out,1geEJC0mAf9bjfmYCffS9F,The Daysleepers,2017,32,The Daysleepers,32,14564,The Smiths,1986,76,There Is a Light That Never Goes Out
spotify:track:6tNodrmrsA206cZ0MTJNFN,Don't Give Up,2ZvrvbQNrHKwjT7qfGFFUW,Herbie Hancock,2010,44,Herbie Hancock,61,547202,Peter Gabriel,1986,63,Don't Give Up
spotify:track:3VBAiSs4d0IXiejCPtVHpF,Don't Give Up,5QO1NNCLglKxgogzx6XLJn,Gregorian,2000,30,Gregorian,55,136578,Peter Gabriel,1986,63,Don't Give Up
spotify:track:2mpoL077tfqBaEKZkPUOsM,Don't Give Up,5W5bDNCqJ1jbCgTxDD0Cb3,Willie Nelson,1993,30,Willie Nelson,74,1587085,Peter Gabriel,1986,63,Don't Give Up
spotify:track:0fAtofg2FmFBGxrjcDqggu,Wanted Dead or Alive,3L7yYf09MZWuZhZl5e92Xe,Smith & Myers,2014,42,Smith & Myers,51,43876,Bon Jovi,1986,76,Wanted Dead or Alive
spotify:track:3UjlmJWu60boEOj30M0ibP,Wanted Dead or Alive,2mKiBiT7SkTNNgWqaZynfw,Northern Kings,2008,18,Northern Kings,37,53808,Bon Jovi,1986,76,Wanted Dead or Alive
spotify:track:7IfckgnBsIdP4XE4tfWEDN,Take On Me,3bXhZFreBJF4QDUUiMmtZW,Reel Big Fish,2010,60,Reel Big Fish,59,417035,a-ha,1985,86,Take On Me
spotify:track:23STx1IIxNhpX6sbANkcwa,Take on Me,2mKiBiT7SkTNNgWqaZynfw,Northern Kings,2008,38,Northern Kings,37,53808,a-ha,1985,86,Take on Me
spotify:track:73xreKXC5zVGt5Uh5EHo7q,Take on Me,3Cpk1xlScqbYhmv5EqoI4Y,First to Eleven,2020,29,First to Eleven,57,120836,a-ha,1985,86,Take on Me
spotify:track:3S1tTwSKIZgf4QGltFyCxM,Everybody Wants to Rule the World,163tK9Wjr9P9DmM0AVK7lm,Lorde,2013,66,Lorde,81,8822669,Tears For Fears,1985,84,Everybody Wants to Rule the World
spotify:track:4LXwDXCJnTPoWexw3BJFVZ,Everybody Wants to Rule the World,0vYkHhJ48Bs3jWcvZXvOrP,Patti Smith,2007,33,Patti Smith,63,830652,Tears For Fears,1985,84,Everybody Wants to Rule the World
spotify:track:4hfPj7VGeea4aMaZBQRPIO,Everybody Wants to Rule the World,3jsyANBBy6gOZUSQhiGclx,Ninja Sex Party,2016,51,Ninja Sex Party,61,350018,Tears For Fears,1985,84,Everybody Wants to Rule the World
spotify:track:3FdVqG7EFSLyd4N6UTumwe,Overjoyed,7xzxyplw6qLKL3AWVTrkhs,Ordinarius,2016,12,Ordinarius,26,9121,Stevie Wonder,1985,61,Overjoyed
spotify:track:37CJT0XWxY78uhw1wnMdpc,Overjoyed,1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,2003,30,Mary J. Blige,75,2931999,Stevie Wonder,1985,61,Overjoyed
spotify:track:3nHT0BjFWe8Xh8RMdallIg,Overjoyed,6U57UDt8Ou4pLLvCSdvKHO,Anthony Strong,2013,16,Anthony Strong,39,5436,Stevie Wonder,1985,61,Overjoyed
spotify:track:7MDIshKStnDhx0bXTVhmvF,Don't You (Forget About Me),7lzordPuZEXxwt9aoVZYmG,Billy Idol,2001,41,Billy Idol,72,1336623,Simple Minds,1985,76,Don't You (Forget About Me)
spotify:track:6KZIRBZJycFZwOQLps0eDu,Don't You (Forget About Me),4gyzQpfG5YQZJt2jj0IkEl,Life Of Agony,2019,10,Life Of Agony,42,68797,Simple Minds,1985,76,Don't You (Forget About Me)
spotify:track:0umJTa7ElbNOOpgE3mFVEx,Don't You (Forget About Me),5tSLmFImGgwX38wtPdldkH,Leelou,2008,19,Leelou,25,72,Simple Minds,1985,76,Don't You (Forget About Me)
spotify:track:6RHHbAbyIcPpvS1dP3KUGq,Running up that Hill,6RZUqkomCmb8zCRqc9eznB,Placebo,2003,66,Placebo,70,1560280,Kate Bush,1985,67,Running up that Hill
spotify:track:2584zPT5AwhxX3LnvilyDi,Running up that Hill,3waFze2hMUecCLD0BJ4rvU,Faith And The Muse,2001,37,Faith And The Muse,32,21294,Kate Bush,1985,67,Running up that Hill
spotify:track:20yPPvSSfIomexVwLdgXSo,Running up that Hill,4tOVIRjlWWfR1RrAxyRqTE,Chromatics,2007,53,Chromatics,60,362827,Kate Bush,1985,67,Running up that Hill
spotify:track:3vor53j3KuWow92aO5E4Yh,Running up that Hill,5SaDyTQkjAAdrsmhPzrmw2,Jorn,2018,26,Jorn,46,70281,Kate Bush,1985,67,Running up that Hill
spotify:track:6iGGevvTUNJbWUy4pXxb0X,Running up that hill,4EUk98P30lADpsZT3muhMq,Icon & The Black Roses,2004,20,Icon & The Black Roses,19,5768,Kate Bush,1985,67,Running up that hill
spotify:track:3rFPm5zgLVE6Yh79vifv0U,A View to a Kill,2mKiBiT7SkTNNgWqaZynfw,Northern Kings,2008,17,Northern Kings,37,53808,Duran Duran,1989,62,A View to a Kill
spotify:track:5EBTTuOz3LxwB81YmI2NTT,A View to a Kill,4cEL3tJOWdq1KzfdBptfjV,The Secret Service Orchestra,2015,13,The Secret Service Orchestra,29,142,Duran Duran,1989,62,A View to a Kill
spotify:track:4PuK6YlUF5Jyjs3m0uxFLK,Into the Groove,7rDxVQk6CXMHnCXqeA9RG4,MadHouse,2013,0,MadHouse,36,2509,Madonna,1985,67,Into the Groove
spotify:track:4OI9O7PLprLSe742GBisWC,Into the Groove,54gB6wMsoLug1VDO7XnNQd,Amanda Zullo,2012,27,Amanda Zullo,23,323,Madonna,1985,67,Into the Groove
spotify:track:1fv3vg70RR166UQ9sQhilm,Inbetween Days,3ZVX4t8JsbyqQ2pmOYQ5af,Bloodflowerz,2015,2,Bloodflowerz,8,1021,The Cure,1985,67,Inbetween Days
spotify:track:5VZO9H2YyIWHytHzjlfDFa,Inbetween Days,55tif8708yyDQlSjh3Trdu,Ben Folds,2006,36,Ben Folds,55,258832,The Cure,1985,67,Inbetween Days
spotify:track:2mGl1bUxSHMq2KFMsOxRLr,Inbetween Days,1gziOczQaDTj4pXbljZPX2,Francoise Sanders,2010,36,Francoise Sanders,46,1361,The Cure,1985,67,Inbetween Days
spotify:track:1ySUN8ZvsJEkt4pV77ceHc,The Power of Love ,1DsKnFg60OnRHuHiaqQbxv,Rubén Melongno,2006,3,Rubén Melongno,0,14,Huey Lewis & The News,1984,75,The Power of Love 
spotify:track:156p406wi0ABJfLpJlLvEl,The Power of Love,6xYBLeSMu1AqPsnUzEvx5n,Anya Marina,2016,11,Anya Marina,43,44812,Huey Lewis & The News,1984,75,The Power of Love
spotify:track:7J7ekbOIJ2JTPTAbwZfJba,The Power of Love,6V6WCgi7waF55bJmylC4H5,Gloria Gaynor,2003,4,Gloria Gaynor,68,711615,Huey Lewis & The News,1984,75,The Power of Love
spotify:track:4jOQlnstMwsPV6cjyk1vec,Walk Like An Egyptian,1svaANJTE5KrG16fTGDqOs,The Puppini Sisters,2007,34,The Puppini Sisters,71,58597,The Bangles,1985,62,Walk Like An Egyptian
spotify:track:2TGZfGj48LnU2k6IN3h4jt,Walk Like an Egyptian,5KWOCu1saEHAhPiLKlOLIy,Leo,2020,22,Leo,62,287933,The Bangles,1985,62,Walk Like an Egyptian
spotify:track:3HQKw5cvjH63e6fW2zeIcy,Walk Like An Egyptian,7D8LuVnlyu91ndcPe70j7S,Jade Bird,2018,34,Jade Bird,56,162549,The Bangles,1985,62,Walk Like An Egyptian
spotify:track:5uVYMsPAoNrdFzbRnSPlU3,Hybrid Moments,2nUbg56ljfs5oXyB1UNiY8,Helvetia,2010,50,Helvetia,44,22656,Misfits,1985,53,Hybrid Moments
spotify:track:6vcxD1ub0qIb0drKWOQn0L,Hybrid Moments,5p3WimI9yquAF6Lqhlm4Ol,No Use For A Name,2017,33,No Use For A Name,50,182220,Misfits,1985,53,Hybrid Moments
spotify:track:0s0k85b2twqe85WubtFOPX,Hybrid Moments,3mvTAjG7rcyk7DQzLwauzV,The Bouncing Souls,2011,25,The Bouncing Souls,52,167984,Misfits,1985,53,Hybrid Moments
spotify:track:6k08bj5cOTPTyg5plkQlXB,Hybrid Moments,4HWwt3a3fzK8sxsvrmNkRu,The Burials,2019,5,The Burials,2,105,Misfits,1985,53,Hybrid Moments
spotify:track:5RXceagiWJrhEgOoVfKneB,Close to Me,2QlGlfnbRZodXMKzFACfzf,Pyeng Threadgill,2005,38,Pyeng Threadgill,24,1315,The Cure,1985,71,Close to Me
spotify:track:2CMy8hpO1Io6zmqYbtb14i,Close to Me,4gabaIWq4MwMxp6HT3z5Eb,I Was A Cub Scout,2008,7,I Was A Cub Scout,9,1711,The Cure,1985,71,Close to Me
spotify:track:16eiPQArRa2Uv3UUEtjtVm,Close to Me,1s2pki7lATUaBOL76E3vCV,Kaki King,2014,23,Kaki King,40,55616,The Cure,1985,71,Close to Me
spotify:track:0H80LwTDzjj3pxMSMUJxPW,There Must Be An Angel (Playing With My Heart),0SvrLdWVr6mJQCoQGizv7T,Lisa Bassenge Trio,2004,24,Lisa Bassenge Trio,13,1209,Eurythmics,1985,45,There Must Be An Angel (Playing With My Heart)
spotify:track:17y5sXB9j1QKc8zw1e89ie,There Must Be an Angel (Playing with My Heart),4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,2011,23,Kylie Minogue,79,1424077,Eurythmics,1985,45,There Must Be an Angel (Playing with My Heart)
spotify:track:4VBgY05ZTtylJGLkqiTCbZ,Brothers in Arms,1EevBGfUh3RSQSGpluxgBm,Joan Baez,2017,45,Joan Baez,60,498907,Dire Straits,1985,65,Brothers in Arms
spotify:track:6EFVCBRoInFA89V4wCwu9m,Brothers in Arms,1gu9pTR4fuo9fSvMNWpHzW,Club For Five,2009,42,Club For Five,43,15904,Dire Straits,1985,65,Brothers in Arms
spotify:track:3FbHTBRduL17BqF1CT6mGV,Brothers in Arms,2mKiBiT7SkTNNgWqaZynfw,Northern Kings,2007,22,Northern Kings,37,53808,Dire Straits,1985,65,Brothers in Arms
spotify:track:22J0MPBxGP3ZAiBlYQYy8Y,Angelfuck,0L5fC7Ogm2YwgqVCRcF1bT,Volbeat,2012,33,Volbeat,76,1996524,Misfits,1985,45,Angelfuck
spotify:track:0Zjn3TJgZIKlmkuHDSkNK2,Angelfuck,4LdZNE5MHGqvc0N9ivXNF3,The Joy Formidable,2016,2,The Joy Formidable,43,112895,Misfits,1985,45,Angelfuck
spotify:track:7HSL2bVCT8Vy6cCpfdSrxi,Angelfuck,1PoRKKehirID7wyL6FPUJV,Orange Hell,2021,3,Orange Hell,5,74,Misfits,1985,45,Angelfuck
spotify:track:1iQ1BpOGF1Umd3lpTV4OPO,With or Without You,2FyfsZmatt8gWR3LKnQIwE,Roses & Frey,2018,53,Roses & Frey,52,8978,U2,1987,59,With or Without You
spotify:track:2JfHK368ncpGNfQfYUbMr8,With or Without You,6Q5cnVb5SfF6RWedEp57Al,Michelle Simonal,2007,47,Michelle Simonal,56,10206,U2,1987,59,With or Without You
spotify:track:4AxZmpQA6mz1N8NLbtcCct,With or Without You,5QO1NNCLglKxgogzx6XLJn,Gregorian,2005,20,Gregorian,55,136578,U2,1987,59,With or Without You
spotify:track:39ifiZKJ8VCwgyQTWy9cyL,I Still Haven't Found What I'm Looking For,470WlqN9HSRDGNaMufeHHF,Imaginary Future,2019,44,Imaginary Future,64,129723,U2,1987,78,I Still Haven't Found What I'm Looking For
spotify:track:4r7Uh896cC8W5w1P2sQsRm,I Still Haven't Found What I'm Looking For,0c1yCfC1Vj4wtumiENdE1g,Joe Slater,2021,34,Joe Slater,21,879,U2,1987,78,I Still Haven't Found What I'm Looking For
spotify:track:7rJzK82yBKsNkCEovi7mj5,Fragile,3IKV7o6WPphDB7cCWXaG3E,Isaac Hayes,1995,38,Isaac Hayes,58,541393,Sting,1987,68,Fragile
spotify:track:1mhg8NUbxdWzhWpF8N2m2O,Fragile,6TZ5t4kclsmGWHqb3mGyha,Cassandra Wilson,2003,55,Cassandra Wilson,49,70416,Sting,1987,68,Fragile
spotify:track:62WN08m5pycMB66qnmnQ2S,Fragile,4etuCZVdP8yiNPn4xf0ie5,Julio Iglesias,1994,53,Julio Iglesias,72,1944288,Sting,1987,68,Fragile
spotify:track:5n72pQuOUKG7cvgwy01lYm,Deathcrush,1MK0sGeyTNkbefYGj673e9,Behemoth,2015,13,Behemoth,56,454920,Mayhem,1987,51,Deathcrush
spotify:track:5TR6gunaSDy1Wacwxek1lg,Deathcrush,0sD9rwKo3qPBs32gi97FNn,Tsjuder,2015,8,Tsjuder,32,50228,Mayhem,1987,51,Deathcrush
spotify:track:2aomdFdn6fHVKjEHoqvRDq,Deathcrush,4hzpgE0KNP1J92Jq1Sij6b,Bloodthorn,2010,1,Bloodthorn,5,1818,Mayhem,1987,51,Deathcrush
spotify:track:3rYoBpalJnVx5r2LDujPMQ,Deathcrush,7zkGrXJUgjPsifyKDMmxQN,Bloodrain,2009,0,Bloodrain,5,327,Mayhem,1987,51,Deathcrush
spotify:track:41LOVUkYxLc3IcdpF6QE0t,Sweet Child O' Mine,3Cpk1xlScqbYhmv5EqoI4Y,First to Eleven,2019,43,First to Eleven,57,120836,Guns N' Roses,1987,83,Sweet Child O' Mine
spotify:track:1Ztlpc1LNOohP2XUovcQsi,Sweet Child O' Mine,2TL8gYTNgD6nXkyuUdDrMg,Jasmine Thompson,2014,53,Jasmine Thompson,72,812704,Guns N' Roses,1987,83,Sweet Child O' Mine
spotify:track:1g328lHLzutjVQVpiSSWTc,Sweet Child O' Mine,6Fi8CHfO8WGtu3yO8c2Mc4,2CELLOS,2021,46,2CELLOS,63,862323,Guns N' Roses,1987,83,Sweet Child O' Mine
spotify:track:2EkIlSe8AFbPO2z7QPUPpH,Man in the Mirror,4BoBwZFmzlSepZqWiok2Z9,Anakelly,2006,39,Anakelly,52,6178,Michael Jackson,1987,71,Man in the Mirror
spotify:track:0xz9oj49aAIlCart5JZ0G5,Man In the Mirror,2kdj8RpXo5Oxyaxpbkrq0x,Texas Lightning,2006,13,Texas Lightning,40,3118,Michael Jackson,1987,71,Man In the Mirror
spotify:track:4JNCzZApDFb1mZ9p3091Gz,Man In the Mirror,1qLwXsUtyW2Ba2Iotg4gE3,PelleK,2014,5,PelleK,56,160035,Michael Jackson,1987,71,Man In the Mirror
spotify:track:33asYxhQGxoIZvfcaIIfaf,I Wanna Dance with Somebody (Who Loves Me),02U4dXZhGSo07f66l8JZ91,Tom Speight,2018,48,Tom Speight,57,50267,Whitney Houston,1987,84,I Wanna Dance with Somebody (Who Loves Me)
spotify:track:3Nca5js9xKegX655YZ43Uq,I Wanna Dance With Somebody (Who Loves Me) ,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,2018,50,Fall Out Boy,82,9233391,Whitney Houston,1987,84,I Wanna Dance With Somebody (Who Loves Me) 
